Isotope,Half Life,Unit,Computed Half Life
neodymium-144,72.3,seconds,7.23e+22
neodymium-150,249.5,seconds,2.495e+26
neon-15,770.0,seconds,7.699999999999999e-22
neon-16,3.74,seconds,3.74e-21
neon-18,1.672,seconds,1.672
neon-19,17.22,seconds,17.22
neon-23,37.24,seconds,37.24
neon-24,203.0,seconds,203.0
neon-25,602.0,seconds,0.602
neon-26,192.0,seconds,0.192
neon-27,32.0,seconds,0.032
neon-28,18.9,seconds,0.0189
neon-29,14.8,seconds,0.0148
neon-30,7.3,seconds,0.0073
neon-31,3.4,seconds,0.0034
neon-32,3.5,seconds,0.0035
neon-33,180.0,seconds,1.8000000000000002e-07
neon-34,60.0,seconds,6.000000000000001e-08
neptunium-219,150.0,seconds,0.00015
neptunium-220,25.0,seconds,2.4999999999999998e-05
neptunium-222,380.0,seconds,3.8e-07
neptunium-223,2.15,seconds,2.1499999999999997e-06
neptunium-224,38.0,seconds,3.7999999999999995e-05
neptunium-225,6.0,seconds,0.006
neptunium-226,35.0,seconds,0.035
neptunium-227,510.0,seconds,0.51
neptunium-228,61.4,seconds,61.4
neptunium-229,240.0,seconds,240.0
neptunium-230,280.0,seconds,280.0
neptunium-232,880.0,seconds,880.0
neptunium-234,380.0,seconds,380000.0
neptunium-235,34.22,seconds,34220000.0
neptunium-236,4.9,seconds,4900000000000.0
neptunium-236m,81.0,seconds,81000.0
neptunium-237,67.7,seconds,67700000000000.0
neptunium-238,182.9,seconds,182900.0
neptunium-238m,112.0,seconds,1.1200000000000001e-07
neptunium-239,203.6,seconds,203600.0
neptunium-240,3.72,seconds,3720.0
neptunium-240m,433.0,seconds,433.0
neptunium-241,830.0,seconds,830.0
neptunium-242,130.0,seconds,130.0
neptunium-242m,330.0,seconds,330.0
neptunium-243,111.0,seconds,111.0
neptunium-244,137.0,seconds,137.0
nickel-59,2.4,seconds,2400000000000.0
nickel-63,3.16,seconds,3160000000.0
nihonium-278,1.4,seconds,0.0014
nihonium-278,340.0,seconds,0.00033999999999999997
nihonium-282,73.0,seconds,0.073
nihonium-283,75.0,seconds,0.075
nihonium-284,910.0,seconds,0.91
nihonium-285,4.2,seconds,4.2
nihonium-286,9.5,seconds,9.5
niobium-91,21.0,seconds,21000000000.0
niobium-92,1.1,seconds,1100000000000000.1
niobium-93m,509.0,seconds,509000000.0
niobium-94,640.0,seconds,640000000000.0
nitrogen-10,143.0,seconds,1.43e-22
nitrogen-11,585.0,seconds,5.85e-22
nitrogen-11m,690.0,seconds,6.899999999999999e-22
nitrogen-12,11.0,seconds,0.011
nitrogen-13,597.9,seconds,597.9
nitrogen-16,7.13,seconds,7.13
nitrogen-17,4.173,seconds,4.173
nitrogen-18,622.0,seconds,0.622
nitrogen-19,271.0,seconds,0.271
nitrogen-20,130.0,seconds,0.13
nitrogen-21,87.0,seconds,0.08700000000000001
nitrogen-22,24.0,seconds,0.024
nitrogen-23,14.5,seconds,0.0145
nitrogen-24,52.0,seconds,5.2e-08
nitrogen-25,260.0,seconds,2.6e-07
nobelium-250,5.7,seconds,5.7e-06
nobelium-250m,36.0,seconds,3.6e-05
nobelium-251,780.0,seconds,0.78
nobelium-251m,1.7,seconds,1.7
nobelium-252,2.27,seconds,2.27
nobelium-253,97.0,seconds,97.0
nobelium-253m,31.0,seconds,3.1e-05
nobelium-254,51.0,seconds,51.0
nobelium-254m,280.0,seconds,0.28
nobelium-255,190.0,seconds,190.0
nobelium-256,2.91,seconds,2.91
nobelium-257,25.0,seconds,25.0
nobelium-258,1.2,seconds,0.0012
nobelium-260,106.0,seconds,0.106
nobelium-262,5.0,seconds,0.005
oganesson-294,690.0,seconds,0.00069
osmium-184,0.35,seconds,3.5e+20
osmium-186,63.2,seconds,6.32e+22
oxygen-11,198.0,seconds,1.9799999999999998e-22
oxygen-12,1.14,seconds,1.1399999999999997e-21
oxygen-13,8.58,seconds,0.00858
oxygen-14,70.62,seconds,70.62
oxygen-15,122.24,seconds,122.24
oxygen-19,26.464,seconds,26.464
oxygen-20,13.51,seconds,13.51
oxygen-21,3.42,seconds,3.42
oxygen-22,2.25,seconds,2.25
oxygen-23,82.0,seconds,0.082
oxygen-24,65.0,seconds,0.065
oxygen-25,50.0,seconds,5.0000000000000004e-08
oxygen-26,40.0,seconds,4e-08
oxygen-28,100.0,seconds,1.0000000000000001e-07
palladium-107,210.0,seconds,210000000000000.0
phosphorus-32,1.235,seconds,1235000.0
platinum-190,15.2,seconds,1.52e+19
plutonium-228,1.1,seconds,1.1
plutonium-229,120.0,seconds,120.0
plutonium-230,102.0,seconds,102.0
plutonium-231,520.0,seconds,520.0
plutonium-233,1.25,seconds,1250.0
plutonium-234,32.0,seconds,32000.0
plutonium-235,1.52,seconds,1520.0
plutonium-236,90.2,seconds,90200000.0
plutonium-237,3.91,seconds,3910000.0
plutonium-237m1,180.0,seconds,0.18
plutonium-237m2,1.1,seconds,1.1e-06
plutonium-238,2.77,seconds,2770000000.0
plutonium-239,761.0,seconds,761000000000.0
plutonium-239m1,193.0,seconds,1.9300000000000002e-07
plutonium-239m2,7.5,seconds,7.499999999999999e-06
plutonium-240,207.0,seconds,207000000000.0
plutonium-241,451.0,seconds,451000000.0
plutonium-241m1,880.0,seconds,8.8e-07
plutonium-241m2,21.0,seconds,2.1e-05
plutonium-242,11.8,seconds,11800000000000.0
plutonium-243,17.84,seconds,17840.0
plutonium-243m,330.0,seconds,3.3e-07
plutonium-244,2.5,seconds,2500000000000000.0
plutonium-245,38.0,seconds,38000.0
plutonium-246,937.0,seconds,937000.0
plutonium-247,196.0,seconds,196000.0
polonium-186,34.0,seconds,3.4e-05
polonium-187,1.4,seconds,0.0014
polonium-187m,500.0,seconds,0.0005
polonium-188,430.0,seconds,0.00043
polonium-189,5.0,seconds,0.005
polonium-190,2.46,seconds,0.00246
polonium-191,22.0,seconds,0.022
polonium-191m,93.0,seconds,0.093
polonium-192,32.2,seconds,0.032200000000000006
polonium-193,420.0,seconds,0.42
polonium-193m,240.0,seconds,0.24
polonium-194,392.0,seconds,0.392
polonium-194m,15.0,seconds,1.4999999999999999e-05
polonium-195,4.64,seconds,4.64
polonium-195m,1.92,seconds,1.92
polonium-196,5.56,seconds,5.56
polonium-196m,850.0,seconds,8.5e-07
polonium-197,53.6,seconds,53.6
polonium-197m,25.8,seconds,25.8
polonium-198,106.0,seconds,106.0
polonium-198m1,200.0,seconds,2.0000000000000002e-07
polonium-198m2,750.0,seconds,7.5e-07
polonium-199,329.0,seconds,329.0
polonium-199m,250.0,seconds,250.0
polonium-200,690.0,seconds,690.0
polonium-201,920.0,seconds,920.0
polonium-201m,530.0,seconds,530.0
polonium-203m1,45.0,seconds,45.0
polonium-204,12.7,seconds,12700.0
polonium-205,6.0,seconds,6000.0
polonium-205m1,310.0,seconds,3.1e-07
polonium-205m2,645.0,seconds,0.000645
polonium-205m3,57.4,seconds,0.0574
polonium-205m4,115.0,seconds,1.1500000000000001e-07
polonium-206,760.0,seconds,760000.0
polonium-206m1,222.0,seconds,2.22e-07
polonium-206m2,1.05,seconds,1.05e-06
polonium-207,20.9,seconds,20900.0
polonium-207m1,205.0,seconds,2.0500000000000002e-07
polonium-207m2,49.0,seconds,4.9e-05
polonium-207m3,2.79,seconds,2.79
polonium-208,91.5,seconds,91500000.0
polonium-209,3.95,seconds,3950000000.0
polonium-210,11.9557,seconds,11955700.0
polonium-210m2,63.0,seconds,6.300000000000001e-08
polonium-211,516.0,seconds,0.516
polonium-211m1,25.2,seconds,25.2
polonium-211m2,243.0,seconds,2.43e-07
polonium-211m3,2.8,seconds,2.8e-06
polonium-212,299.0,seconds,2.99e-07
polonium-212m,45.1,seconds,45.1
polonium-213,3.65,seconds,3.6499999999999998e-06
polonium-214,164.3,seconds,0.0001643
polonium-215,1.781,seconds,0.001781
polonium-216,145.0,seconds,0.145
polonium-217,1.47,seconds,1.47
polonium-218,186.0,seconds,186.0
polonium-219,620.0,seconds,620.0
polonium-220,40.0,seconds,40.0
polonium-221,130.0,seconds,130.0
polonium-222,550.0,seconds,550.0
potassium-40,39.5,seconds,3.95e+16
promethium-145,558.9,seconds,558900000.0
protactinium-211,3.8,seconds,0.0038
protactinium-212,8.0,seconds,0.008
protactinium-213,7.0,seconds,0.007
protactinium-214,17.0,seconds,0.017
protactinium-215,14.0,seconds,0.014
protactinium-216,105.0,seconds,0.105
protactinium-217,3.48,seconds,0.00348
protactinium-217m,1.08,seconds,0.00108
protactinium-218,113.0,seconds,0.000113
protactinium-219,53.0,seconds,5.3000000000000005e-08
protactinium-220,780.0,seconds,7.8e-07
protactinium-220m1,308.0,seconds,3.08e-07
protactinium-220m2,69.0,seconds,6.900000000000001e-08
protactinium-221,4.9,seconds,4.9000000000000005e-06
protactinium-222,3.2,seconds,0.0032
protactinium-223,5.1,seconds,0.0050999999999999995
protactinium-224,844.0,seconds,0.844
protactinium-225,1.7,seconds,1.7
protactinium-226,110.0,seconds,110.0
protactinium-228,79.0,seconds,79000.0
protactinium-229,130.0,seconds,130000.0
protactinium-229m,420.0,seconds,4.2e-07
protactinium-230,1.5,seconds,1500000.0
protactinium-231,1.034,seconds,1034000000000.0
protactinium-232,113.0,seconds,113000.0
protactinium-233,2.3306,seconds,2330600.0
protactinium-234,24.1,seconds,24100.0
protactinium-234m,70.0,seconds,70.0
protactinium-235,1.466,seconds,1466.0
protactinium-236,550.0,seconds,550.0
protactinium-237,520.0,seconds,520.0
protactinium-238,136.0,seconds,136.0
protactinium-239,6.5,seconds,6500.0
protactinium-240,120.0,seconds,120.0
radium-202,2.6,seconds,0.0026000000000000003
radium-203,4.0,seconds,0.004
radium-203m,41.0,seconds,0.041
radium-204,60.0,seconds,0.06
radium-205,220.0,seconds,0.22
radium-205m,180.0,seconds,0.18
radium-206,240.0,seconds,0.24
radium-207,1.3,seconds,1.3
radium-207m,57.0,seconds,0.057
radium-208,1.3,seconds,1.3
radium-208m,270.0,seconds,2.7e-07
radium-209,4.6,seconds,4.6
radium-210,3.7,seconds,3.7
radium-210m,2.24,seconds,2.24e-06
radium-211,13.0,seconds,13.0
radium-212,13.0,seconds,13.0
radium-212m1,10.9,seconds,1.09e-05
radium-212m2,850.0,seconds,8.5e-07
radium-213,2.74,seconds,2.74
radium-213m,2.1,seconds,0.0021000000000000003
radium-214,2.46,seconds,2.46
radium-215,1.55,seconds,0.0015500000000000002
radium-215m1,7.1,seconds,7.099999999999999e-06
radium-215m2,1.39,seconds,1.3899999999999998e-06
radium-215m3,555.0,seconds,5.550000000000001e-07
radium-216,182.0,seconds,1.8200000000000002e-07
radium-217,1.63,seconds,1.6299999999999999e-06
radium-218,25.2,seconds,2.52e-05
radium-219,10.0,seconds,0.01
radium-220,17.9,seconds,0.0179
radium-221,28.0,seconds,28.0
radium-221,30.0,seconds,30.0
radium-222,38.0,seconds,38.0
radium-223,988.0,seconds,988000.0
radium-224,313.8,seconds,313800.0
radium-225,1.29,seconds,1290000.0
radium-226,50.0,seconds,50000000000.0
radium-228,181.0,seconds,181000000.0
radium-229,240.0,seconds,240.0
radium-230,5.6,seconds,5600.0
radium-231,103.0,seconds,103.0
radium-232,250.0,seconds,250.0
radium-233,30.0,seconds,30.0
radium-234,30.0,seconds,30.0
radon-195,6.0,seconds,0.006
radon-195m,6.0,seconds,0.006
radon-196,4.7,seconds,0.0047
radon-197,66.0,seconds,0.066
radon-197m,21.0,seconds,0.021
radon-198,65.0,seconds,0.065
radon-199,620.0,seconds,0.62
radon-199m,320.0,seconds,0.32
radon-200,960.0,seconds,0.96
radon-201,7.0,seconds,7.0
radon-201m,3.8,seconds,3.8
radon-202,9.94,seconds,9.94
radon-203,44.2,seconds,44.2
radon-203m,26.7,seconds,26.7
radon-204,70.0,seconds,70.0
radon-205,170.0,seconds,170.0
radon-206,340.0,seconds,340.0
radon-207,555.0,seconds,555.0
radon-207m,181.0,seconds,0.00018099999999999998
radon-208,1.461,seconds,1461.0
radon-209m1,13.4,seconds,1.34e-05
radon-209m2,3.0,seconds,3e-06
radon-210,8.6,seconds,8600.0
radon-210m1,644.0,seconds,6.44e-07
radon-210m2,1.06,seconds,1.06e-06
radon-210m3,1.04,seconds,1.04e-06
radon-211,53.0,seconds,53000.0
radon-212,1.43,seconds,1430.0
radon-213,19.5,seconds,0.0195
radon-214,270.0,seconds,2.7e-07
radon-214m,245.0,seconds,2.4500000000000004e-07
radon-215,2.3,seconds,2.2999999999999996e-06
radon-216,45.0,seconds,4.4999999999999996e-05
radon-217,540.0,seconds,0.00054
radon-218,35.0,seconds,0.035
radon-219,3.96,seconds,3.96
radon-220,55.6,seconds,55.6
radon-221,1.54,seconds,1540.0
radon-222,330.35,seconds,330350.0
radon-223,1.46,seconds,1460.0
radon-225,280.0,seconds,280.0
radon-226,440.0,seconds,440.0
radon-227,20.8,seconds,20.8
radon-228,65.0,seconds,65.0
radon-229,12.0,seconds,12.0
rhenium-186m,6.3,seconds,6300000000000.0
rhenium-187,1.301,seconds,1.301e+18
rhodium-101,100.0,seconds,100000000.0
roentgenium-272,2.0,seconds,0.002
roentgenium-274,12.0,seconds,0.012
roentgenium-278,4.0,seconds,0.004
roentgenium-279,90.0,seconds,0.09
roentgenium-280,4.6,seconds,4.6
roentgenium-281,17.0,seconds,17.0
roentgenium-282,100.0,seconds,100.0
rubidium-87,1.569,seconds,1.569e+18
ruthenium-106,32.3,seconds,32299999.999999996
rutherfordium-253,48.0,seconds,4.8e-05
rutherfordium-254,23.0,seconds,2.3e-05
rutherfordium-255,2.3,seconds,2.3
rutherfordium-256,6.4,seconds,0.0064
rutherfordium-257,4.7,seconds,4.7
rutherfordium-257m,4.1,seconds,4.1
rutherfordium-258,14.7,seconds,0.0147
rutherfordium-259,3.2,seconds,3.2
rutherfordium-259m,2.5,seconds,2.5
rutherfordium-260,21.0,seconds,0.021
rutherfordium-261,78.0,seconds,78.0
rutherfordium-261m,4.0,seconds,4.0
rutherfordium-262,2.3,seconds,2.3
rutherfordium-263,900.0,seconds,900.0
rutherfordium-266,23.0,seconds,23.0
rutherfordium-267,4.7,seconds,4700.0
rutherfordium-268,1.4,seconds,1.4
rutherfordium-270,20.0,seconds,0.02
samarium-145,29.0,seconds,29000000.0
samarium-146,3.3,seconds,3300000000000000.0
samarium-147,3.35,seconds,3.35e+18
samarium-148,221.1,seconds,2.2109999999999998e+23
samarium-151,3.05,seconds,3050000000.0
scandium-46,7.239,seconds,7239000.0
seaborgium-258,3.0,seconds,0.003
seaborgium-259,600.0,seconds,0.6
seaborgium-260,4.0,seconds,0.004
seaborgium-261,200.0,seconds,0.2
seaborgium-261m,92.0,seconds,9.2e-05
seaborgium-262,7.0,seconds,0.007
seaborgium-263,1.0,seconds,1.0
seaborgium-263m,120.0,seconds,0.12
seaborgium-264,37.0,seconds,0.037
seaborgium-265,8.0,seconds,8.0
seaborgium-265m,16.2,seconds,16.2
seaborgium-266,360.0,seconds,0.36
seaborgium-267,84.0,seconds,84.0
seaborgium-269,840.0,seconds,840.0
seaborgium-271,140.0,seconds,140.0
selenium-79,10.3,seconds,10300000000000.0
selenium-82,3.08,seconds,3.08e+27
silicon-32,5.4,seconds,5400000000.0
silver-108m,13.2,seconds,13200000000.0
sodium-18,1.34,seconds,1.34e-21
sodium-19,40.0,seconds,4e-08
sodium-20,447.9,seconds,0.44789999999999996
sodium-21,22.49,seconds,22.49
sodium-22,82.1,seconds,82100000.0
sodium-24,53.9,seconds,53900.0
sodium-25,59.1,seconds,59.1
sodium-26,1.077,seconds,1.077
sodium-27,301.0,seconds,0.301
sodium-28,30.5,seconds,0.0305
sodium-29,44.9,seconds,0.0449
sodium-30,48.4,seconds,0.0484
sodium-31,17.0,seconds,0.017
sodium-32,13.2,seconds,0.0132
sodium-33,8.0,seconds,0.008
sodium-34,5.5,seconds,0.0055
sodium-35,1.5,seconds,0.0015
sodium-36,180.0,seconds,1.8000000000000002e-07
sodium-37,60.0,seconds,6.000000000000001e-08
strontium-90,909.0,seconds,909000000.0
sulfur-35,7.544,seconds,7544000.0
technetium-97,82.0,seconds,82000000000000.0
technetium-98,130.0,seconds,130000000000000.0
technetium-99,6.66,seconds,6660000000000.0
tellurium-128,69.0,seconds,6.9e+31
tellurium-130,277.9,seconds,2.7789999999999996e+26
tennessine-293,22.0,seconds,0.022
tennessine-294,51.0,seconds,0.051000000000000004
terbium-153,202.0,seconds,202000.0
thallium-192m2,296.0,seconds,2.96e-07
thallium-198m2,150.0,seconds,1.5000000000000002e-07
thallium-200m2,330.0,seconds,3.3e-07
thallium-205m2,235.0,seconds,2.3500000000000003e-07
thorium-207,9.7,seconds,0.0097
thorium-208,1.7,seconds,0.0017
thorium-209,7.0,seconds,0.007
thorium-210,17.0,seconds,0.017
thorium-211,48.0,seconds,0.048
thorium-212,36.0,seconds,0.036000000000000004
thorium-213,140.0,seconds,0.14
thorium-214,100.0,seconds,0.1
thorium-215,1.2,seconds,1.2
thorium-216,26.8,seconds,0.0268
thorium-216m1,137.0,seconds,0.000137
thorium-216m2,615.0,seconds,6.15e-07
thorium-217,240.0,seconds,0.00023999999999999998
thorium-218,109.0,seconds,1.0900000000000001e-07
thorium-219,1.05,seconds,1.05e-06
thorium-220,9.7,seconds,9.699999999999999e-06
thorium-221,1.73,seconds,0.00173
thorium-222,2.237,seconds,0.0022370000000000003
thorium-223,600.0,seconds,0.6
thorium-224,1.05,seconds,1.05
thorium-225,523.0,seconds,523.0
thorium-227,1.614,seconds,1614000.0
thorium-228,60.33,seconds,60330000.0
thorium-229,232.0,seconds,232000000000.0
thorium-229m,7.0,seconds,7e-06
thorium-230,2.379,seconds,2379000000000.0
thorium-231,91.88,seconds,91880.0
thorium-232,443.0,seconds,4.43e+17
thorium-233,1.31,seconds,1310.0
thorium-234,2.082,seconds,2081999.9999999998
thorium-235,430.0,seconds,430.0
thorium-237,290.0,seconds,290.0
thorium-238,560.0,seconds,560.0
thulium-167,799.0,seconds,799000.0
thulium-168,8.04,seconds,8039999.999999999
thulium-170,11.11,seconds,11110000.0
thulium-171,61.0,seconds,61000000.0
tin-126,7.3,seconds,7300000000000.0
titanium-44,2.0,seconds,2000000000.0
titanium-51,346.0,seconds,346.0
tungsten-180,56.8,seconds,5.68e+25
uranium-215,2.24,seconds,0.0022400000000000002
uranium-216,4.3,seconds,0.0043
uranium-216m,1.31,seconds,0.0013100000000000002
uranium-217,26.0,seconds,0.026000000000000002
uranium-218,6.0,seconds,0.006
uranium-219,55.0,seconds,5.4999999999999995e-05
uranium-221,660.0,seconds,6.6e-07
uranium-222,1.4,seconds,1.4e-06
uranium-223,21.0,seconds,2.1e-05
uranium-224,940.0,seconds,0.00094
uranium-225,61.0,seconds,0.061
uranium-226,269.0,seconds,0.269
uranium-227,66.0,seconds,66.0
uranium-228,550.0,seconds,550.0
uranium-230,1.8,seconds,1800000.0
uranium-231,359.0,seconds,359000.0
uranium-232,2.17,seconds,2170000000.0
uranium-233,5.02,seconds,5020000000000.0
uranium-234,7.75,seconds,7750000000000.0
uranium-234m,33.5,seconds,0.0335
uranium-235,22.21,seconds,2.221e+16
uranium-236,739.0,seconds,739000000000000.0
uranium-236m1,100.0,seconds,1.0000000000000001e-07
uranium-236m2,120.0,seconds,1.2000000000000002e-07
uranium-237,583.0,seconds,583000.0
uranium-238,141.0,seconds,1.41e+17
uranium-238m,280.0,seconds,2.8e-07
uranium-239,1.407,seconds,1407.0
uranium-239m2,780.0,seconds,7.8e-07
uranium-240,51.0,seconds,51000.0
uranium-242,1.01,seconds,1010.0
vanadium-48,1.38011,seconds,1380110.0
vanadium-49,29.0,seconds,29000000.0
vanadium-50,8.55,seconds,8.550000000000001e+24
xenon-124,570.0,seconds,5.7e+29
xenon-136,68.3,seconds,6.83e+28
yttrium-85,9.6,seconds,9600.0
zinc-65,21.06,seconds,21060000.0
zirconium-93,48.0,seconds,48000000000000.0
